date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:21:31	101328/101328	---MCZ	200	added ('OK')	text/css	etag:W/%2218bd0-689247d6-c05627822644f25a;br%22	https://nathanfx/wp-content/uploads/elementor/css/post-259913.css?ver=1754417110	nathanfx/wp-content/uploads/elementor/css/post-2599135fa4.css	(from https://nathanfx/)
13:21:32	19211/19211	---MCZ	200	added ('OK')	text/css	etag:W/%224b0b-689288a7-89a5ebd95cab9b39;br%22	https://nathanfx/wp-content/uploads/elementor/css/post-253.css?ver=1754433703	nathanfx/wp-content/uploads/elementor/css/post-2533384.css	(from https://nathanfx/)
13:21:33	25821/25821	---MCZ	200	added ('OK')	text/css	etag:W/%2264dd-688d441b-f4007e797cd206b8;br%22	https://nathanfx/wp-content/uploads/elementor/css/post-259626.css?ver=1754088475	nathanfx/wp-content/uploads/elementor/css/post-2596261a0f.css	(from https://nathanfx/)
13:21:34	2279/2279	---MCZ	200	added ('OK')	text/css	etag:W/%228e7-68336b85-5ed9a67006fb613b;br%22	https://nathanfx/wp-content/plugins/woocommerce/assets/css/brands.css?ver=9.8.5	nathanfx/wp-content/plugins/woocommerce/assets/css/brands519f.css	(from https://nathanfx/)
13:21:35	185783/185783	---MCZ	200	added ('OK')	text/css	etag:W/%222d5b7-67effb46-c2a6139ed39be2a2;br%22	https://nathanfx/wp-content/themes/finpoan/style.css?ver=1.0.7	nathanfx/wp-content/themes/finpoan/style19f6.css	(from https://nathanfx/)
13:21:36	32076/32076	---MCZ	200	added ('OK')	text/css	etag:W/%227d4c-6820923b-ff31caa799cb580a;br%22	https://nathanfx/wp-content/plugins/sumosubscriptions/assets/css/jquery-ui.css?ver=16.2.0	nathanfx/wp-content/plugins/sumosubscriptions/assets/css/jquery-uid7c2.css	(from https://nathanfx/)
13:21:37	913/913	---MCZ	200	added ('OK')	text/css	etag:W/%22391-6820923b-2f4b13f7fc7f1107;br%22	https://nathanfx/wp-content/plugins/sumosubscriptions/assets/css/frontend.css?ver=16.2.0	nathanfx/wp-content/plugins/sumosubscriptions/assets/css/frontendd7c2.css	(from https://nathanfx/)
13:21:38	132641/132641	---MCZ	200	added ('OK')	text/css	etag:W/%2220621-67effb46-3ab6e87ca4ec9037;br%22	https://nathanfx/wp-content/themes/finpoan/assets/css/base/elementor.css?ver=1.0.7	nathanfx/wp-content/themes/finpoan/assets/css/base/elementor19f6.css	(from https://nathanfx/)
13:21:39	20400/20400	---MCZ	200	added ('OK')	text/css	etag:W/%224fb0-68207f66-66f34f6d196aebcf;br%22	https://nathanfx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0	nathanfx/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min705c.css	(from https://nathanfx/)
13:21:40	10310/10310	---MCZ	200	added ('OK')	text/css	etag:W/%222846-68207f66-eb405489b012fff;br%22	https://nathanfx/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	nathanfx/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from https://nathanfx/)
13:21:41	5150/5150	---MCZ	200	added ('OK')	text/css	etag:W/%22141e-68207f66-d8da45edf70a353d;br%22	https://nathanfx/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	nathanfx/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from https://nathanfx/)
13:21:41	732/732	---MCZ	200	added ('OK')	text/css	etag:W/%222dc-68207f66-b92e43aea9ec96a8;br%22	https://nathanfx/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	nathanfx/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from https://nathanfx/)
13:21:43	72184/72184	---MCZ	200	added ('OK')	text/css	etag:W/%22119f8-68207f66-18313fddb31d997e;br%22	https://nathanfx/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	nathanfx/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from https://nathanfx/)
13:21:44	727/727	---MCZ	200	added ('OK')	text/css	etag:W/%222d7-68207f66-aae3793fcaf1497a;br%22	https://nathanfx/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	nathanfx/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from https://nathanfx/)
13:21:45	143328/143328	---MCZ	200	added ('OK')	text/css	etag:W/%2222fe0-67effb46-fb1548a868a4709d;br%22	https://nathanfx/wp-content/themes/finpoan/assets/css/woocommerce/woocommerce.css	nathanfx/wp-content/themes/finpoan/assets/css/woocommerce/woocommerce.css	(from https://nathanfx/)
13:21:45	1496/1496	---MCZ	200	added ('OK')	text/css	etag:W/%225d8-67effb46-4ee5ff179b8690c7;br%22	https://nathanfx/wp-content/themes/finpoan/assets/css/base/animations/opal-move-up.css?ver=1.0.7	nathanfx/wp-content/themes/finpoan/assets/css/base/animations/opal-move-up19f6.css	(from https://nathanfx/)
13:21:47	1512/1512	---MCZ	200	added ('OK')	text/css	etag:W/%225e8-67effb46-f7873dec2f59843c;br%22	https://nathanfx/wp-content/themes/finpoan/assets/css/base/animations/opal-move-left.css?ver=1.0.7	nathanfx/wp-content/themes/finpoan/assets/css/base/animations/opal-move-left19f6.css	(from https://nathanfx/)
13:21:48	1532/1532	---MCZ	200	added ('OK')	text/css	etag:W/%225fc-67effb46-7b65cec802ab7179;br%22	https://nathanfx/wp-content/themes/finpoan/assets/css/base/animations/opal-move-right.css?ver=1.0.7	nathanfx/wp-content/themes/finpoan/assets/css/base/animations/opal-move-right19f6.css	(from https://nathanfx/)
13:21:49	199/199	---MCZ	200	added ('OK')	text/css	etag:W/%22c7-67effbbe-de77b98fa797fec5;;;%22	https://nathanfx/wp-content/themes/finpoan-child/style.css?ver=1.0.7	nathanfx/wp-content/themes/finpoan-child/style19f6.css	(from https://nathanfx/)
13:21:50	59016/59016	---MCZ	200	added ('OK')	text/css	etag:W/%22e688-603ffca6-15850dc453597fd0;br%22	https://nathanfx/wp-includes/css/dashicons.min.css?ver=6.8.1	nathanfx/wp-includes/css/dashicons.min0899.css	(from https://nathanfx/)
13:21:51	19035/19035	---MCZ	200	added ('OK')	text/css	etag:W/%224a5b-67effd54-4eeee371327a8588;br%22	https://nathanfx/wp-content/uploads/elementor/google-fonts/css/dmsans.css?ver=1743781204	nathanfx/wp-content/uploads/elementor/google-fonts/css/dmsans2aa8.css	(from https://nathanfx/)
13:21:51	8644/8644	---MCZ	200	added ('OK')	text/css	etag:W/%2221c4-67effd54-df87148d95332ecc;br%22	https://nathanfx/wp-content/uploads/elementor/google-fonts/css/radiocanadabig.css?ver=1743781204	nathanfx/wp-content/uploads/elementor/google-fonts/css/radiocanadabig2aa8.css	(from https://nathanfx/)
13:21:53	12558/12558	---MCZ	200	added ('OK')	text/css	etag:W/%22310e-67effd55-ff79028b9a241ce5;br%22	https://nathanfx/wp-content/uploads/elementor/google-fonts/css/bricolagegrotesque.css?ver=1743781205	nathanfx/wp-content/uploads/elementor/google-fonts/css/bricolagegrotesquef127.css	(from https://nathanfx/)
13:21:54	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2215601-64ecd5ef-30aa4a3c4c577067;br%22	https://nathanfx/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	nathanfx/wp-includes/js/jquery/jquery.minf43b.js	(from https://nathanfx/)
13:21:55	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%223509-6482bd64-c668f84353335db;br%22	https://nathanfx/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	nathanfx/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://nathanfx/)
13:21:56	74922/74922	---MCZ	200	added ('OK')	application/javascript	etag:W/%22124aa-68209255-f5b042f7130f8727;br%22	https://nathanfx/wp-content/plugins/affs/assets/js/select2/select2.full.min.js?ver=10.8.0	nathanfx/wp-content/plugins/affs/assets/js/select2/select2.full.min550c.js	(from https://nathanfx/)
13:21:57	21464/21464	---MCZ	200	added ('OK')	application/javascript	etag:W/%2253d8-67a4f0fe-a61c4cfb3ec66511;br%22	https://nathanfx/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	nathanfx/wp-includes/js/jquery/ui/core.minb37e.js	(from https://nathanfx/)
13:21:58	36748/36748	---MCZ	200	added ('OK')	application/javascript	etag:W/%228f8c-67a4f0fe-45e41cfc9d97dc8f;br%22	https://nathanfx/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.13.3	nathanfx/wp-includes/js/jquery/ui/datepicker.minb37e.js	(from https://nathanfx/)
13:21:59	6123/6123	---MCZ	200	added ('OK')	application/javascript	etag:W/%2217eb-68209255-917a81ebcf22e846;br%22	https://nathanfx/wp-content/plugins/affs/assets/js/fs-enhanced-select.js?ver=10.8.0	nathanfx/wp-content/plugins/affs/assets/js/fs-enhanced-select550c.js	(from https://nathanfx/)
13:22:00	19966/19966	---MCZ	200	added ('OK')	application/javascript	etag:W/%224dfe-68209255-d44c6628fdf011ec;br%22	https://nathanfx/wp-content/plugins/affs/assets/js/blockUI/jquery.blockUI.js?ver=2.70.0	nathanfx/wp-content/plugins/affs/assets/js/blockUI/jquery.blockUI6a65.js	(from https://nathanfx/)
13:22:01	13542/13542	---MCZ	200	added ('OK')	application/javascript	etag:W/%2234e6-68209255-2821bd555c173cad;br%22	https://nathanfx/wp-content/plugins/affs/assets/js/frontend/form.js?ver=10.8.0	nathanfx/wp-content/plugins/affs/assets/js/frontend/form550c.js	(from https://nathanfx/)
13:22:02	2764/2764	---MCZ	200	added ('OK')	application/javascript	etag:W/%22acc-68209255-1b32a58bff2154f5;br%22	https://nathanfx/wp-content/plugins/affs/assets/js/frontend/fpsocialactions.js?ver=10.8.0	nathanfx/wp-content/plugins/affs/assets/js/frontend/fpsocialactions550c.js	(from https://nathanfx/)
13:22:04	9636/9636	---MCZ	200	added ('OK')	application/javascript	etag:W/%2225a4-68336b85-337646410d84a025;br%22	https://nathanfx/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.8.5	nathanfx/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.mina535.js	(from https://nathanfx/)
13:22:05	22161/22161	---MCZ	200	added ('OK')	application/javascript	etag:W/%225691-68209255-7aaa0d511d5f5ea6;br%22	https://nathanfx/wp-content/plugins/affs/assets/js/frontend/dashboard.js?ver=10.8.0	nathanfx/wp-content/plugins/affs/assets/js/frontend/dashboard550c.js	(from https://nathanfx/)
13:22:05	4035/4035	---MCZ	200	added ('OK')	application/javascript	etag:W/%22fc3-68336b85-840891dd6bd01052;br%22	https://nathanfx/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.8.5	nathanfx/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min519f.js	(from https://nathanfx/)
13:22:05	1720/1720	---MCZ	200	added ('OK')	application/javascript	etag:W/%226b8-68336b85-a1e78796e7664292;br%22	https://nathanfx/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.8.5	nathanfx/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6761.js	(from https://nathanfx/)
13:22:07	3804/3804	---MCZ	200	added ('OK')	application/javascript	etag:W/%22edc-68336b85-d8e2e43120762184;br%22	https://nathanfx/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.8.5	nathanfx/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min519f.js	(from https://nathanfx/)
13:22:08	7889/7889	---MCZ	200	added ('OK')	application/javascript	etag:W/%221ed1-6848452a-195557a8ef487e73;br%22	https://nathanfx/wp-content/plugins/wp-cloudflare-page-cache/assets/js/lazysizes.min.js?ver=5.3.2	nathanfx/wp-content/plugins/wp-cloudflare-page-cache/assets/js/lazysizes.min9dff.js	(from https://nathanfx/)
13:22:09	8906/8906	---MCZ	200	added ('OK')	application/javascript	etag:W/%2222ca-6820923b-da065e3eab2e5dac;br%22	https://nathanfx/wp-content/plugins/sumosubscriptions/assets/js/frontend/single-product.js?ver=16.2.0	nathanfx/wp-content/plugins/sumosubscriptions/assets/js/frontend/single-productd7c2.js	(from https://nathanfx/)
13:22:10	8745/8745	---MCZ	200	added ('OK')	application/javascript	etag:W/%222229-6820923b-9dc8e1ebd107d92c;br%22	https://nathanfx/wp-content/plugins/sumosubscriptions/assets/js/frontend/checkout.js?ver=16.2.0	nathanfx/wp-content/plugins/sumosubscriptions/assets/js/frontend/checkoutd7c2.js	(from https://nathanfx/)
13:22:13	1575054/1575054	---MCZ	200	added ('OK')	application/json	date:Mon,%2011%20Aug%202025%2010:22:12%20GMT	https://nathanfx/wp-json/	nathanfx/wp-json/index.html	(from https://nathanfx/)
13:22:13	158020/158020	---MCZ	200	added ('OK')	application/json	date:Mon,%2011%20Aug%202025%2010:22:12%20GMT	https://nathanfx/wp-json/wp/v2/pages/259913	nathanfx/wp-json/wp/v2/pages/259913.json	(from https://nathanfx/)
13:22:13	787/787	---MCZ	200	added ('OK')	text/xml	date:Mon,%2011%20Aug%202025%2010:22:13%20GMT	https://nathanfx/xmlrpc.php?rsd	nathanfx/xmlrpc0db0.php	(from https://nathanfx/)
13:22:15	2600/2600	---MCZ	200	added ('OK')	application/json	date:Mon,%2011%20Aug%202025%2010:22:14%20GMT	https://nathanfx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnathanfx%2F	nathanfx/wp-json/oembed/1.0/embed6500.json	(from https://nathanfx/)
13:22:16	2812/2812	---MCZ	200	added ('OK')	text/xml	date:Mon,%2011%20Aug%202025%2010:22:15%20GMT	https://nathanfx/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnathanfx%2F&format=xml	nathanfx/wp-json/oembed/1.0/embed646f	(from https://nathanfx/)
13:22:17	501/501	---M--	200	added ('OK')	image/png	etag:%221f5-68484a4d-2a2933a109629939;;;%22	https://nathanfx/wp-content/uploads/2024/06/cropped-Projekt-bez-nazwy-7-1-32x32.png	nathanfx/wp-content/uploads/2024/06/cropped-Projekt-bez-nazwy-7-1-32x32.png	(from https://nathanfx/)
13:22:17	2749/2749	---M--	200	added ('OK')	image/png	etag:%22abd-68484a51-24cb1321ad25613c;;;%22	https://nathanfx/wp-content/uploads/2024/06/cropped-Projekt-bez-nazwy-7-1-192x192.png	nathanfx/wp-content/uploads/2024/06/cropped-Projekt-bez-nazwy-7-1-192x192.png	(from https://nathanfx/)
13:22:18	2390/2390	---M--	200	added ('OK')	image/png	etag:%22956-68484a51-99f5b1c5714e849;;;%22	https://nathanfx/wp-content/uploads/2024/06/cropped-Projekt-bez-nazwy-7-1-180x180.png	nathanfx/wp-content/uploads/2024/06/cropped-Projekt-bez-nazwy-7-1-180x180.png	(from https://nathanfx/)
13:22:19	3264/3264	---M--	200	added ('OK')	image/png	etag:%22cc0-683c4d00-e4bd096726d8f4c6;;;%22	https://nathanfx/wp-content/uploads/elementor/thumbs/logo9.png	nathanfx/wp-content/uploads/elementor/thumbs/logo9.png	(from https://nathanfx/)
13:22:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2010:22:20%20GMT	https://nathanfx/courses	nathanfx/courses	(from https://nathanfx/)
13:22:22	161444/161444	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:22:21%20GMT	https://nathanfx/courses/	nathanfx/courses/index.html	(from https://nathanfx/)
13:22:22	125346/125346	---M--	200	added ('OK')	image/png	etag:%221e9a2-68484a70-1231e1d616f9d19a;;;%22	https://nathanfx/wp-content/uploads/2025/06/Projekt-bez-nazwy-15.png	nathanfx/wp-content/uploads/2025/06/Projekt-bez-nazwy-15.png	(from https://nathanfx/)
13:22:22	112878/112878	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:22:22%20GMT	https://nathanfx/my-account/	nathanfx/my-account/index.html	(from https://nathanfx/)
13:22:23	43459/43459	---M--	200	added ('OK')	image/png	etag:%22a9c3-683c4a6b-ef20a7a516c7f0b6;;;%22	https://nathanfx/wp-content/uploads/2024/06/h1_bg-right.png	nathanfx/wp-content/uploads/2024/06/h1_bg-right.png	(from https://nathanfx/)
13:22:24	88263/88263	---M--	200	added ('OK')	image/png	etag:%22158c7-688d2793-c209eced8f3a89f3;;;%22	https://nathanfx/wp-content/uploads/elementor/thumbs/Grafika-why-choose-us-1-r9mr2b7s5u795y69oylv535i19hcg2xgulf0lmptdo.png	nathanfx/wp-content/uploads/elementor/thumbs/Grafika-why-choose-us-1-r9mr2b7s5u795y69oylv535i19hcg2xgulf0lmptdo.png	(from https://nathanfx/)
13:22:24	51104/51104	---M--	200	added ('OK')	image/png	etag:%22c7a0-683c4a70-14f9b5f8aad697e0;;;%22	https://nathanfx/wp-content/uploads/2024/06/h1_bg-left.png	nathanfx/wp-content/uploads/2024/06/h1_bg-left.png	(from https://nathanfx/)
13:22:26	125274/125274	---M--	200	added ('OK')	image/png	etag:%221e95a-688d189b-f1ca95aa041ced2;;;%22	https://nathanfx/wp-content/uploads/2025/06/7-576x1024.png	nathanfx/wp-content/uploads/2025/06/7-576x1024.png	(from https://nathanfx/)
13:22:27	161947/161947	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:22:26%20GMT	https://nathanfx/checkout/?add-to-cart=414	nathanfx/checkout/indexa40c.html	(from https://nathanfx/)
13:22:27	161440/161440	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:22:26%20GMT	https://nathanfx/checkout/?add-to-cart=16986	nathanfx/checkout/indexa23b.html	(from https://nathanfx/)
13:22:27	91925/91925	---M--	200	added ('OK')	image/png	etag:%2216715-688d18b8-d7deb2ad2ec18d95;;;%22	https://nathanfx/wp-content/uploads/2025/06/5-576x1024.png	nathanfx/wp-content/uploads/2025/06/5-576x1024.png	(from https://nathanfx/)
13:22:28	161955/161955	---MCZ	200	added ('OK')	text/html	date:Mon,%2011%20Aug%202025%2010:22:27%20GMT	https://nathanfx/checkout/?add-to-cart=887	nathanfx/checkout/indexad93.html	(from https://nathanfx/)
13:22:29	172920/172920	---M--	200	added ('OK')	image/png	etag:%222a378-6862b18b-c356f285784f7bb0;;;%22	https://nathanfx/wp-content/uploads/2025/06/4-576x1024.png	nathanfx/wp-content/uploads/2025/06/4-576x1024.png	(from https://nathanfx/)
